row,lat,lon,!75f19024_mesaured_rssi,!75f19024_predicted_rssi,!75f19024_path_loss_rssi,!75f19024_los_obstructed,!75f19024_fresnel_60_obstructed,!75f19024_first_fresnel_obstructed,!7369fb6a_mesaured_rssi,!7369fb6a_predicted_rssi,!7369fb6a_path_loss_rssi,!7369fb6a_los_obstructed,!7369fb6a_fresnel_60_obstructed,!7369fb6a_first_fresnel_obstructed
191,45.704615,13.8743165,-123.0,-173.70000000000002,-97.58000000000001,True,True,True,-124.0,-166.51000000000002,-94.69,True,True,True
192,45.7056496,13.8735706,-124.0,-176.52,-97.52000000000001,True,True,True,-118.0,-170.12,-94.63,True,True,True
193,45.704834,13.8723716,,,,,,,-119.0,-166.94,-94.64000000000001,True,True,True
194,45.7028161,13.8716405,-78.0,-165.48000000000002,-97.6,True,True,True,-124.0,-157.62,-94.71000000000001,True,True,True
195,45.6998446,13.8745058,-120.0,-169.08,-97.78,True,True,True,-121.0,,,,,
196,45.6807421,13.8859473,,,,,,,-118.0,-140.6,-95.78,True,True,True
197,45.6767376,13.8857173,-79.0,-145.25,-98.88,True,True,True,-111.0,-128.82,-95.92000000000002,True,True,True
198,45.6694806,13.8843711,-78.0,-143.11,-99.13,True,True,True,-127.0,-111.73,-96.15,False,True,True
199,45.6692686,13.8879326,-79.0,-138.75,-99.19,True,True,True,-121.0,-111.79,-96.21000000000001,False,True,True
200,45.6583766,13.8918531,-79.0,-141.63,-99.64000000000001,True,True,True,-126.0,-112.21000000000001,-96.63,False,True,True
201,45.6509275,13.8832205,-120.0,-137.23000000000002,-99.78,True,True,True,-123.0,-112.36,-96.75999999999999,False,True,True
202,45.6497591,13.8845651,-78.0,-135.68,-99.84,True,True,True,-127.0,,,,,
203,45.6485333,13.8874306,-119.0,-115.54,-99.92000000000002,False,True,True,-83.0,-112.47,-96.89000000000001,False,True,True
204,45.6488666,13.888369,-78.0,-133.58,-99.92000000000002,True,True,True,-124.0,-112.46000000000001,-96.89000000000001,False,True,True
205,45.649037,13.8891065,-79.0,-133.43,-99.92000000000002,True,True,True,-114.0,-112.46000000000001,-96.9,False,False,True
206,45.6492038,13.8892823,-114.0,-132.87,-99.92000000000002,True,True,True,-112.0,-112.46000000000001,-96.89000000000001,False,True,True
207,45.6492755,13.8893816,-114.0,-131.17000000000002,-99.92000000000002,True,True,True,-111.0,-112.46000000000001,-96.89000000000001,False,True,True
208,45.6494661,13.8902141,-79.0,-115.52000000000001,-99.92000000000002,False,True,True,-114.0,-112.47,-96.9,False,False,False
209,45.6495646,13.8909826,-117.0,-132.19,-99.93,True,True,True,-112.0,-112.47,-96.9,False,True,True
210,45.6496313,13.8918901,-80.0,-133.64000000000001,-99.94,True,True,True,-116.0,-112.48,-96.91,False,True,True
211,45.6496786,13.8930553,-79.0,-132.23000000000002,-99.95000000000002,True,True,True,-115.0,-112.49000000000001,-96.93,False,False,False
212,45.6496795,13.8942406,-78.0,,,,,,-120.0,-112.5,-96.94,False,True,True
213,45.649545,13.894593,-77.0,-115.56,-99.98000000000002,False,True,True,-121.0,-112.51,-96.95000000000002,False,True,True
214,45.6492026,13.8937658,-79.0,-115.56,-99.98000000000002,False,True,True,-123.0,-112.51,-96.95000000000002,False,False,False
215,45.649047,13.8938695,-78.0,-115.56,-99.99000000000001,False,True,True,-120.0,-112.52000000000001,-96.96000000000001,False,True,True
216,45.6490493,13.894424,-113.0,-115.57000000000001,-99.99000000000001,False,True,True,-119.0,-112.52000000000001,-96.96000000000001,False,True,True
217,45.6487755,13.8949403,-78.0,-115.57000000000001,-100.00999999999999,False,True,True,-117.0,-112.54,-96.98000000000002,False,True,True
218,45.6487263,13.894815,-116.0,-115.57000000000001,-100.00999999999999,False,True,True,-114.0,-112.54,-96.98000000000002,False,True,True
219,45.6483665,13.8939641,-79.0,-115.58000000000001,-100.00999999999999,False,True,True,-115.0,-112.54,-96.98000000000002,False,True,True
220,45.647934,13.8935091,-114.0,-115.59,-100.02000000000001,False,True,True,-83.0,-112.54,-96.99000000000001,False,False,True
221,45.6480278,13.8943323,-119.0,-115.59,-100.03,False,False,True,-113.0,-112.56,-97.0,False,True,True
